NO,NEGERI,PPD,PERINGKAT,JENIS,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINAT_X,KOORDINAT_Y
,SARAWAK,PPD SIBU,Rendah,SK,YBB3208,SEKOLAH KEBANGSAAN BAWANG ASSAN,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3208@moe.edu.my,Luar Bandar,SK,149.0,18.0,TIADA,ADA,111.685139,2.30107
,SARAWAK,PPD SIBU,Rendah,SK,YBB3209,SEKOLAH KEBANGSAAN ULU SUNGAI SALIM,"ULU SUNGAI SALIM, JALAN DURIN",96000,SIBU,TIADA,TIADA,YBB3209@moe.edu.my,Luar Bandar,SK,105.0,12.0,TIADA,ADA,111.96,2.2
,SARAWAK,PPD SIBU,Rendah,SK,YBB3210,SEKOLAH KEBANGSAAN SG SIONG,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3210@moe.edu.my,Luar Bandar,SK,75.0,14.0,TIADA,ADA,111.951456,2.426652
,SARAWAK,PPD SIBU,Rendah,SK,YBB3211,SEKOLAH KEBANGSAAN SG LENGAN,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3211@moe.edu.my,Luar Bandar,SK,67.0,12.0,TIADA,ADA,111.64,2.34
,SARAWAK,PPD DALAT,Rendah,SK,YBB3212,SEKOLAH KEBANGSAAN SG RASAU,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,TIADA,TIADA,YBB3212@moe.edu.my,Luar Bandar,SK,63.0,12.0,TIADA,ADA,111.833864,2.60291
,SARAWAK,PPD SIBU,Rendah,SK,YBB3213,SEKOLAH KEBANGSAAN TANJUNG BEKAKAP,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3213@moe.edu.my,Luar Bandar,SK,88.0,13.0,TIADA,ADA,111.6680861,2.3312047
,SARAWAK,PPD DARO,Rendah,SK,YBB3214,SEKOLAH KEBANGSAAN SUNGEI PASSIN,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,TIADA,TIADA,YBB3214@moe.edu.my,Luar Bandar,SK,74.0,11.0,TIADA,ADA,111.720657,2.626357
,SARAWAK,PPD SIBU,Rendah,SK,YBB3215,SEKOLAH KEBANGSAAN ULU SG SENGAN,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3215@moe.edu.my,Luar Bandar,SK,87.0,12.0,TIADA,ADA,112.037975,2.1988806
,SARAWAK,PPD SIBU,Rendah,SK,YBB3216,SEKOLAH KEBANGSAAN NANGA TUTUS,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3216@moe.edu.my,Luar Bandar,SK,73.0,13.0,TIADA,ADA,111.852269,2.512269
,SARAWAK,PPD SIBU,Rendah,SK,YBB3217,SEKOLAH KEBANGSAAN NANGA ASSAN,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3217@moe.edu.my,Luar Bandar,SK,91.0,13.0,TIADA,ADA,111.8324304,2.2344163
,SARAWAK,PPD SIBU,Rendah,SK,YBB3218,SEKOLAH KEBANGSAAN ULU SUNGAI SIONG,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3218@moe.edu.my,Luar Bandar,SK,58.0,11.0,TIADA,ADA,112.103848,2.366966
,SARAWAK,PPD SIBU,Rendah,SK,YBB3219,SEKOLAH KEBANGSAAN NANGA BON,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3219@moe.edu.my,Luar Bandar,SK,46.0,12.0,TIADA,ADA,111.96,2.33
,SARAWAK,PPD DARO,Rendah,SK,YBB3220,SEKOLAH KEBANGSAAN BATANG LASSA,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,TIADA,TIADA,YBB3220@moe.edu.my,Luar Bandar,SK,60.0,11.0,TIADA,ADA,111.588263,2.440372
,SARAWAK,PPD SIBU,Rendah,SK,YBB3221,SEKOLAH KEBANGSAAN NANGA PAK,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3221@moe.edu.my,Luar Bandar,SK,25.0,11.0,TIADA,ADA,112.0626167,2.1387333
,SARAWAK,PPD DALAT,Rendah,SK,YBB3222,SEKOLAH KEBANGSAAN SG PINANG,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,TIADA,TIADA,YBB3222@moe.edu.my,Luar Bandar,SK,54.0,12.0,TIADA,ADA,111.862407,2.669098
,SARAWAK,PPD SIBU,Rendah,SK,YBB3223,SEKOLAH KEBANGSAAN SG. SIONG TENGAH,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3223@moe.edu.my,Luar Bandar,SK,77.0,13.0,TIADA,ADA,111.990591,2.44148
,SARAWAK,PPD DALAT,Rendah,SK,YBB3224,SEKOLAH KEBANGSAAN KG BUNGAN,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,TIADA,TIADA,YBB3224@moe.edu.my,Luar Bandar,SK,86.0,13.0,TIADA,ADA,111.806016,2.640654
,SARAWAK,PPD SIBU,Rendah,SK,YBB3225,SEKOLAH KEBANGSAAN ASSAN NUNGGANG,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3225@moe.edu.my,Luar Bandar,SK,23.0,6.0,TIADA,ADA,111.817474,2.0905
,SARAWAK,PPD SIBU,Rendah,SK,YBB3226,SEKOLAH KEBANGSAAN RANTAU PANJANG,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3226@moe.edu.my,Luar Bandar,SK,308.0,28.0,TIADA,ADA,111.8291,2.418233333
,SARAWAK,PPD SIBU,Rendah,SK,YBB3227,SEKOLAH KEBANGSAAN KPG BANYOK,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3227@moe.edu.my,Luar Bandar,SK,46.0,13.0,TIADA,ADA,111.813226,2.264311
,SARAWAK,PPD SIBU,Rendah,SK,YBB3228,SEKOLAH KEBANGSAAN NG SALIM,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3228@moe.edu.my,Bandar,SK,99.0,12.0,TIADA,ADA,111.891554,2.236775
,SARAWAK,PPD DALAT,Rendah,SK,YBB3229,SEKOLAH KEBANGSAAN SG ILAS,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,TIADA,TIADA,YBB3229@moe.edu.my,Luar Bandar,SK,39.0,9.0,TIADA,ADA,111.787281,2.78942
,SARAWAK,PPD SIBU,Rendah,SK,YBB3230,SEKOLAH KEBANGSAAN SG NIBONG,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3230@moe.edu.my,Luar Bandar,SK,28.0,11.0,TIADA,ADA,112.019863,2.173913
,SARAWAK,PPD SIBU,Rendah,SK,YBB3231,SEKOLAH KEBANGSAAN LUBOK PELAIE,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3231@moe.edu.my,Luar Bandar,SK,23.0,8.0,TIADA,ADA,112.15,2.4
,SARAWAK,PPD JULAU,Rendah,SK,YBB3232,SEKOLAH KEBANGSAAN ULU SG NAMAN,D/A PEJABAT PENDIDIKAN DAERAH JULAU,96600,JULAU,TIADA,TIADA,YBB3232@moe.edu.my,Luar Bandar,SK,90.0,17.0,ADA,ADA,111.918497,2.067642
,SARAWAK,PPD SIBU,Rendah,SK,YBB3233,SEKOLAH KEBANGSAAN SG SEBINTEK,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3233@moe.edu.my,Luar Bandar,SK,56.0,14.0,TIADA,ADA,112.085,2.334
,SARAWAK,PPD SIBU,Rendah,SK,YBB3235,SEKOLAH KEBANGSAAN TANJUNG LATAP,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3235@moe.edu.my,Luar Bandar,SK,58.0,13.0,TIADA,ADA,111.8788306,2.2267
,SARAWAK,PPD SIBU,Rendah,SK,YBB3239,SEKOLAH KEBANGSAAN ULU DURIN KIBA,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,TIADA,TIADA,YBB3239@moe.edu.my,Luar Bandar,SK,64.0,12.0,TIADA,ADA,111.833879,2.286882
,SARAWAK,PPD SIBU,Rendah,SK,YBB3240,SEKOLAH KEBANGSAAN ULU SG MERAH,"D/A PEJABAT PELAJARAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN",96000,SIBU,084310245,084310245,YBB3240@moe.edu.my,Bandar,SK,774.0,46.0,TIADA,ADA,111.9219,2.297016667
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3302,SEKOLAH KEBANGSAAN NANGA LIPUS,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,,TIADA,YBB3302@moe.edu.my,Luar Bandar,SK,40.0,11.0,TIADA,ADA,112.1307667,2.040833333
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3303,SEKOLAH KEBANGSAAN RANTAU KEMIDING,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3303@moe.edu.my,Luar Bandar,SK,43.0,12.0,TIADA,ADA,112.1487167,2.0674
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3304,SEKOLAH KEBANGSAAN NANGA POI,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3304@moe.edu.my,Luar Bandar,SK,47.0,15.0,TIADA,ADA,112.261047,2.033117
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3305,SEKOLAH KEBANGSAAN SUNGAI TUAH,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3305@moe.edu.my,Luar Bandar,SK,50.0,13.0,TIADA,ADA,112.1941333,2.1539
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3306,SEKOLAH KEBANGSAAN NANGA JIH,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3306@moe.edu.my,Luar Bandar,SK,55.0,12.0,TIADA,ADA,112.1124667,2.143016667
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3307,SEKOLAH KEBANGSAAN ULU POI,d/a Pejabat Pendidikan Daerah Kanowit,96700,KANOWIT,TIADA,TIADA,YBB3307@moe.edu.my,Luar Bandar,SK,11.0,9.0,TIADA,ADA,112.020207,2.020122
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3308,SEKOLAH KEBANGSAAN NG JAGOI,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3308@moe.edu.my,Luar Bandar,SK,63.0,14.0,TIADA,ADA,111.976286,2.01791111
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3309,SEKOLAH KEBANGSAAN NANGA DAP,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,,TIADA,ybb3309@moe.edu.my,Luar Bandar,SK,64.0,17.0,TIADA,ADA,112.317438,2.051687
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3310,SEKOLAH KEBANGSAAN NANGA MACHAN,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,084738195,TIADA,YBB3310@moe.edu.my,Luar Bandar,SK,203.0,27.0,TIADA,ADA,112.019434,2.019778
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3311,SEKOLAH KEBANGSAAN NANGA NGUNGUN,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,ybb3311@moe.edu.my,Luar Bandar,SK,209.0,27.0,ADA,ADA,112.402411,2.020465
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3312,SEKOLAH KEBANGSAAN RANTAU DILANG,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3312@moe.edu.my,Luar Bandar,SK,36.0,12.0,TIADA,ADA,112.255898,2.066183
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3313,SEKOLAH KEBANGSAAN ULU BAWAN,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3313@moe.edu.my,Luar Bandar,SK,117.0,17.0,TIADA,ADA,112.234526,2.151227
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3314,SEKOLAH KEBANGSAAN NG BALINGIAU,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3314@moe.edu.my,Luar Bandar,SK,88.0,16.0,TIADA,ADA,112.28,2.11
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3315,SEKOLAH KEBANGSAAN BATU LUKING,d/a Pejabat Pendidikan Daerah Kanowit,96700,KANOWIT,TIADA,TIADA,YBB3315@moe.edu.my,Luar Bandar,SK,67.0,13.0,TIADA,ADA,112.07,2.14
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3316,SEKOLAH KEBANGSAAN NANGA NIROK NGEMAH,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3316@moe.edu.my,Luar Bandar,SK,36.0,12.0,TIADA,ADA,112.367907,1.963079
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3317,SEKOLAH KEBANGSAAN NANGA TADA,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3317@moe.edu.my,Luar Bandar,SK,226.0,28.0,TIADA,ADA,112.362328,2.087798
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3318,SEKOLAH KEBANGSAAN ULU MACHAN,,96700,KANOWIT,TIADA,TIADA,YBB3318@moe.edu.my,Luar Bandar,SK,12.0,9.0,TIADA,ADA,112.02,2.03
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3319,SEKOLAH KEBANGSAAN NANGA MENALUN,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,0148887166,TIADA,YBB3319@moe.edu.my,Luar Bandar,SK,3.0,7.0,TIADA,ADA,112.396317,2.029235
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3320,SEKOLAH KEBANGSAAN ULU RANAN,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,084755037,TIADA,YBB3320@moe.edu.my,Luar Bandar,SK,282.0,31.0,ADA,ADA,112.110887,2.067427
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3322,SEKOLAH KEBANGSAAN ULU MAJAU,d/a Pejabat Pendidikan Daerah Kanowit,96700,KANOWIT,TIADA,TIADA,YBB3322@moe.edu.my,Luar Bandar,SK,93.0,12.0,TIADA,ADA,112.167706,2.062281
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3323,SEKOLAH KEBANGSAAN NANGA PEDAI,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3323@moe.edu.my,Luar Bandar,SK,137.0,19.0,ADA,ADA,112.15965,2.13935
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3324,SEKOLAH KEBANGSAAN NANGA NGEMAH,"D/A PEJABAT PENDIDIKAN DAERAH KANOWIT, JALAN ACCESS",96700,KANOWIT,TIADA,TIADA,YBB3324@moe.edu.my,Luar Bandar,SK,15.0,8.0,TIADA,ADA,112.396317,2.029235
,SARAWAK,PPD KANOWIT,Rendah,SK,YBB3325,SEKOLAH KEBANGSAAN NG JAGAU,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,TIADA,TIADA,YBB3325@moe.edu.my,Luar Bandar,SK,27.0,16.0,TIADA,ADA,112.312803,1.881114
,SARAWAK,PPD MUKAH,Rendah,SK,YBB3401,SEKOLAH KEBANGSAAN KUALA KENYANA,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,TIADA,TIADA,YBB3401@moe.edu.my,Luar Bandar,SK,35.0,12.0,TIADA,ADA,112.202881,2.791032
,SARAWAK,PPD MUKAH,Rendah,SK,YBB3402,SEKOLAH KEBANGSAAN NANGA SIKAT,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,TIADA,TIADA,YBB3402@moe.edu.my,Luar Bandar,SK,30.0,10.0,TIADA,ADA,112.223468,2.687305
,SARAWAK,PPD MUKAH,Rendah,SK,YBB3403,SEKOLAH KEBANGSAAN LUBOK BEMBAN,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,TIADA,TIADA,YBB3403@moe.edu.my,Luar Bandar,SK,65.0,14.0,TIADA,ADA,112.262695,2.638353
,SARAWAK,PPD MUKAH,Rendah,SK,YBB3404,SEKOLAH KEBANGSAAN SG BADENGAN,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,TIADA,TIADA,YBB3404@moe.edu.my,Luar Bandar,SK,158.0,15.0,TIADA,ADA,112.346687,2.975748
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3405,SEKOLAH KEBANGSAAN NANGA KUA,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3405@moe.edu.my,Luar Bandar,SK,76.0,14.0,TIADA,ADA,112.3182333,2.439783333
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3406,SEKOLAH KEBANGSAAN SG ARAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3406@moe.edu.my,Luar Bandar,SK,13.0,7.0,TIADA,ADA,112.073507,2.507472
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3408,SEKOLAH KEBANGSAAN SG BAWANG,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3408@moe.edu.my,Luar Bandar,SK,55.0,12.0,TIADA,ADA,112.5904,2.6975
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3409,SEKOLAH KEBANGSAAN SG BULOH,SELANGAU,96000,SIBU,TIADA,TIADA,YBB3409@moe.edu.my,Luar Bandar,SK,124.0,14.0,TIADA,ADA,112.4256167,2.581866667
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3410,SEKOLAH KEBANGSAAN SG TAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3410@moe.edu.my,Luar Bandar,SK,17.0,7.0,TIADA,ADA,112.5920833,2.721966667
,SARAWAK,PPD MUKAH,Rendah,SK,YBB3411,SEKOLAH KEBANGSAAN KUALA BALINGIAN,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,TIADA,TIADA,YBB3411@moe.edu.my,Luar Bandar,SK,122.0,16.0,TIADA,ADA,112.586856,3.015002
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3412,SEKOLAH KEBANGSAAN KUALA PELUGAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3412@moe.edu.my,Luar Bandar,SK,76.0,14.0,TIADA,ADA,112.5473167,2.6159
,SARAWAK,PPD MUKAH,Rendah,SK,YBB3414,SEKOLAH KEBANGSAAN PENGKALAN LOBANG,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,TIADA,TIADA,YBB3414@moe.edu.my,Luar Bandar,SK,43.0,14.0,TIADA,ADA,112.394056,2.772056
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3415,SEKOLAH KEBANGSAAN SG ANAK,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3415@moe.edu.my,Luar Bandar,SK,75.0,12.0,TIADA,ADA,112.6619167,2.812966667
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3416,SEKOLAH KEBANGSAAN SG SEPIRING/SG TEPUS,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3416@moe.edu.my,Luar Bandar,SK,205.0,23.0,TIADA,ADA,112.5047333,2.558883333
,SARAWAK,PPD DALAT,Rendah,SK,YBB3501,SEKOLAH KEBANGSAAN KPG TEH,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,084867310,084867310,YBB3501@moe.edu.my,Luar Bandar,SK,38.0,10.0,TIADA,ADA,111.893,2.82065
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3502,SEKOLAH KEBANGSAAN NANGA TAJAM,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3502@moe.edu.my,Luar Bandar,SK,97.0,17.0,TIADA,ADA,112.10285,2.437916667
,SARAWAK,PPD DALAT,Rendah,SK,YBB3503,SEKOLAH KEBANGSAAN BAOH ULU,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,TIADA,TIADA,YBB3503@moe.edu.my,Luar Bandar,SK,59.0,13.0,TIADA,ADA,112.121224,2.57564
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3505,SEKOLAH KEBANGSAAN SUNGAI PAKOH,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3505@moe.edu.my,Luar Bandar,SK,27.0,13.0,TIADA,ADA,112.20529,2.288467
,SARAWAK,PPD SELANGAU,Rendah,SK,YBB3506,SEKOLAH KEBANGSAAN PENGHULU IMBAN,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3506@moe.edu.my,Luar Bandar,SK,237.0,29.0,ADA,ADA,112.12755,2.354316667
,SARAWAK,PPD DALAT,Rendah,SK,YBB3507,SEKOLAH KEBANGSAAN KAMPUNG BAKONG TERUS,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,084865592,TIADA,YBB3507@moe.edu.my,Luar Bandar,SK,61.0,11.0,TIADA,ADA,111.8893,2.850833333
,SARAWAK,PPD MIRI,Rendah,SK,YBB4101,SEKOLAH KEBANGSAAN KG. BERAYA,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,TIADA,TIADA,ybb4101@moe.edu.my,Luar Bandar,SK,86.0,10.0,TIADA,ADA,113.8802833,4.182633333
,SARAWAK,PPD MIRI,Rendah,SK,YBB4102,SEKOLAH KEBANGSAAN SOUTH,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,085434952,085434952,ybb4102@moe.edu.my,Bandar,SK,410.0,38.0,ADA,ADA,113.9788667,4.379216667
,SARAWAK,PPD BARAM,Rendah,SK,YBB4301,SEKOLAH KEBANGSAAN PENGARAH ENTERI,"D/A PEJABAT PENDIDIKAN DAERAH BARAM, JALAN KAMPUNG NARUM",98050,"MARUDI, BARAM",TIADA,TIADA,YBB4301@moe.edu.my,Luar Bandar,SK,124.0,14.0,TIADA,ADA,114.368444,3.658354
,SARAWAK,PPD MIRI,Rendah,SK,YBB4302,SEKOLAH KEBANGSAAN BELURU CENTRAL,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,TIADA,TIADA,ybb4302@moe.edu.my,Luar Bandar,SK,364.0,27.0,ADA,ADA,114.0950507,3.9725071
,SARAWAK,PPD BARAM,Rendah,SK,YBB4303,SEKOLAH KEBANGSAAN LONG IKANG,"D/A PEJABAT PENDIDIKAN DAERAH BARAM, JALAN KAMPUNG NARUM",98050,"MARUDI, BARAM",TIADA,TIADA,YBB4303@moe.edu.my,Luar Bandar,SK,15.0,6.0,TIADA,ADA,114.434452,3.920258
,SARAWAK,PPD BARAM,Rendah,SK,YBB4304,SEKOLAH KEBANGSAAN LUBOK NIBONG,"D/A PEJABAT PENDIDIKAN DAERAH BARAM, JALAN KAMPUNG NARUM",98050,"MARUDI, BARAM",TIADA,TIADA,YBB4304@moe.edu.my,Luar Bandar,SK,34.0,9.0,TIADA,ADA,114.3129,4.148115
